epoch,train_loss,val_loss
0,0.6556020614347959,0.9735204315185547
1,0.6394814349817888,0.9657345676422119
2,0.6276444151070699,0.9545841836929321
3,0.6172052079981024,0.9449113750457764
4,0.6077101521514819,0.9375333547592163
5,0.5984432163991427,0.9350945806503296
6,0.5892466067127063,0.9320539712905884
7,0.5800751205266378,0.9309361076354981
8,0.5714290612622311,0.9286463975906372
9,0.5629874054324684,0.9237781524658203
10,0.5542159756404932,0.9235812759399414
11,0.5451948163612037,0.9184010648727416
12,0.5363914361981114,0.9157190275192261
13,0.5282420162378886,0.9126742649078369
14,0.5204400802343085,0.9126499700546264
15,0.5129021209392821,0.9100691223144531
16,0.505612890400955,0.9099240589141846
17,0.49793425245148143,0.907003436088562
18,0.4903007600296057,0.9031344556808472
19,0.4827620612377185,0.9004383563995362
20,0.4758279434801859,0.8964291715621948
21,0.46857501730394135,0.8972270488739014
22,0.46171179142865265,0.8947672271728515
23,0.4546860205499749,0.8895775651931763
24,0.4476856743319753,0.8850958490371704
25,0.4402779811307004,0.8820788192749024
26,0.4332229800201489,0.8805209064483642
27,0.4265956088686674,0.8773749160766602
28,0.4196239812522414,0.872777681350708
29,0.4127840920213307,0.8697058367729187
30,0.40620715552539916,0.867707393169403
31,0.3994519627835762,0.8664809083938598
32,0.3927029434003328,0.8583366107940674
33,0.3858646247090335,0.8514530563354492
34,0.37906714803294134,0.8458654546737671
35,0.3722339543429288,0.8378474235534668
36,0.36565389245320734,0.8278971767425537
37,0.35904396435860814,0.8226942944526673
38,0.35273175248118677,0.8157556748390198
39,0.3466780847339539,0.8101693081855774
40,0.3405873338428981,0.8015676593780517
41,0.3350146396451019,0.7956206560134887
42,0.32942348062706905,0.792755970954895
43,0.32365773033582423,0.79093425989151
44,0.31810935625904485,0.7850962400436401
45,0.31263804385821786,0.7800512981414794
46,0.3071293661896692,0.7765301036834716
47,0.3019734477740155,0.7705923914909363
48,0.29700761912256907,0.765142719745636
49,0.2918608873084401,0.7592748570442199
50,0.28700372013463926,0.7555294752120971
51,0.2820847117159355,0.7488121771812439
52,0.2775140165141895,0.7439914774894715
53,0.27258007763105147,0.7452800941467285
54,0.2676526513396268,0.7462178802490235
55,0.26309730732840214,0.7473936176300049
56,0.258598762158857,0.745673189163208
57,0.2541433346043363,0.7472698569297791
58,0.24978844104914003,0.7454762887954712
59,0.24538486440215954,0.7448484253883362
60,0.24085879404293864,0.7430051517486572
61,0.2363373271443627,0.7445391082763672
62,0.23215090155458906,0.7448448657989502
63,0.22744227607141843,0.7483722519874573
64,0.22297508907660343,0.7536158466339111
65,0.2185939581770646,0.7532257866859436
66,0.21427806206582264,0.7580845952033997
67,0.20983522267718063,0.7570227837562561
68,0.20518989144472413,0.7594694876670838
69,0.20135466333781704,0.760003080368042
70,0.19759503548795526,0.7644617581367492
71,0.19373881168057475,0.7647856998443604
72,0.18980809814479363,0.7687586021423339
73,0.18590337285798703,0.7692243242263794
74,0.1822116952656844,0.7710521650314331
75,0.17846884927823783,0.7751552176475525
76,0.17489300145985978,0.7729958081245423
77,0.17131610833215372,0.7754307818412781
78,0.167899741956064,0.7748928666114807
79,0.16428842422280585,0.7762465715408325
80,0.1607215506644055,0.7732558536529541
81,0.1572150875364194,0.7776660132408142
82,0.1536325443375624,0.7729444384574891
83,0.15027856393650388,0.7725157713890076
84,0.14704023476280093,0.7732550740242005
85,0.14398652726882383,0.7731653070449829
86,0.14072253225308856,0.7699957156181335
87,0.13748089243706904,0.7694479632377624
88,0.13441713828076587,0.7705407333374024
89,0.13133244617490106,0.7725635027885437
90,0.1283751404420896,0.775897138118744
91,0.12540818618958077,0.7761805248260498
92,0.12229793233591973,0.779900689125061
93,0.11926082641991417,0.7791946864128113
94,0.1164067672146707,0.784657096862793
95,0.11381594719071138,0.787499668598175
96,0.11108392741727202,0.7857364463806152
97,0.10839177010375917,0.7944067263603211
98,0.10557227190494822,0.7954009008407593
99,0.10283927502707717,0.7934802842140197
100,0.10015323401638196,0.7969895887374878
101,0.09746081255928894,0.7981593942642212
102,0.09518124759821088,0.7968777656555176
103,0.09265885321182783,0.7977362537384033
104,0.09012594505805861,0.799026231765747
105,0.08787258214464314,0.8037740612030029
106,0.08533862380212859,0.8097736549377441
107,0.08319044385871818,0.8165567302703858
108,0.08113628106289789,0.8164023184776306
109,0.07910084993574037,0.8211031913757324
110,0.07708437356242295,0.8226750254631042
111,0.07516407432774322,0.824437928199768
112,0.07288268458713114,0.8251769971847535
113,0.07100593879970424,0.8235079503059387
114,0.06912059214358267,0.8236754977703095
115,0.06710629838264802,0.8256705629825593
116,0.06550959997217763,0.8277723217010498
117,0.06372408571978362,0.8318554246425629
118,0.062158750392425285,0.8359518802165985
119,0.06046089237114709,0.8405944538116455
120,0.05889500196885015,0.8452805280685425
121,0.05734652691547487,0.8522976994514465
122,0.055757571363812715,0.8534780371189118
123,0.05428776947857197,0.8590191090106964
124,0.05290912215722698,0.8615308630466462
125,0.05156210532220321,0.8665008318424224
126,0.05028635820231298,0.872877048254013
127,0.048924331965468575,0.8744821918010711
128,0.04772907323382224,0.8775388920307159
129,0.04652596732187107,0.8814923942089081
130,0.04533148192328236,0.8849291026592254
131,0.04418618700123931,0.8862289929389954
132,0.043077466087014765,0.8906368124485016
133,0.04194694310125926,0.893837023973465
134,0.040779979680063264,0.8946638560295105
135,0.03985669944072187,0.9002851009368896
136,0.038754893538684686,0.901104062795639
137,0.037844016134814674,0.9049864554405213
138,0.03693508001213724,0.9094639766216278
139,0.03597630489713392,0.912467942237854
140,0.035047066577879545,0.913966236114502
141,0.03421635062179782,0.915172494649887
142,0.03339790995789772,0.9176048803329467
143,0.032555988574797134,0.9212458789348602
144,0.031794029708258786,0.923601062297821
145,0.031060711354792617,0.9262102627754212
146,0.030311891258221885,0.9298512625694275
147,0.02960262027525668,0.930831344127655
148,0.028927172421373017,0.9323479127883911
149,0.02823641271420652,0.933155347108841
