epoch,train_loss,val_loss
0,0.6380728446125414,0.7859432220458984
1,0.6367867922668822,0.7868015623092651
2,0.6355783554355493,0.7875565338134766
3,0.6344385164206108,0.788209228515625
4,0.6333593264150847,0.7887649440765381
5,0.632333862439297,0.7892279291152954
6,0.6313562085183614,0.7896033763885498
7,0.6304214263076418,0.7898968887329102
8,0.6295243843890833,0.7901087951660156
9,0.62866080263585,0.7902433824539185
10,0.6278269302331659,0.7903031396865845
11,0.6270194723845669,0.7902914619445801
12,0.6262351194637243,0.790209903717041
13,0.625471494984969,0.7900667476654053
14,0.6247269545445602,0.7898645401000977
15,0.6239989351427726,0.7896045398712158
16,0.623285911870345,0.7892911434173584
17,0.6225869227824599,0.7889300441741943
18,0.6219004469625117,0.788524079322815
19,0.621225758317555,0.7880769348144532
20,0.6205618615355788,0.7875922012329102
21,0.6199073343756096,0.7870665168762208
22,0.6192610908353158,0.7865042448043823
23,0.6186222841865138,0.7859054851531982
24,0.6179910273643202,0.7852797508239746
25,0.6173666630065042,0.7846347045898437
26,0.6167490707630175,0.7839659404754639
27,0.6161373856535368,0.7832708120346069
28,0.6155311807490992,0.7825524759292602
29,0.6149297291011901,0.7818124198913574
30,0.6143338121295545,0.7810536479949951
31,0.6137423261501002,0.7802762985229492
32,0.6131551220086202,0.7794829797744751
33,0.612571402599937,0.7786705160140991
34,0.6119908955678985,0.7778437566757203
35,0.6114135090814253,0.7770032501220703
36,0.610839727677797,0.776152114868164
37,0.6102692681636537,0.7752918720245361
38,0.6097018561865154,0.7744200515747071
39,0.6091371306962374,0.7735398578643798
40,0.6085759683659202,0.7726555252075196
41,0.6080178718247482,0.7717649269104004
42,0.6074628992514177,0.7708721017837524
43,0.6069110318234092,0.769976191520691
44,0.6063628268013731,0.769081597328186
45,0.6058183800090443,0.7681868648529053
46,0.6052767779838526,0.7672889041900635
47,0.6047379340281327,0.766392526626587
48,0.6042018344527796,0.7654974937438965
49,0.603669102967641,0.7646052408218383
50,0.6031396026816664,0.7637169933319092
51,0.6026137941762021,0.7628342247009278
52,0.6020916680399881,0.7619550991058349
53,0.6015739187099146,0.7610833740234375
54,0.6010595431738492,0.7602170753479004
55,0.6005487750021464,0.7593592071533203
56,0.6000411019941266,0.7585066986083985
57,0.5995372128828861,0.7576640176773072
58,0.5990372531151658,0.7568292999267578
59,0.5985407230386324,0.7560033369064331
60,0.5980480464451621,0.755184907913208
61,0.5975588280618476,0.754375114440918
62,0.5970731043929689,0.7535751342773438
63,0.596590769347962,0.7527872467041016
64,0.596112033111627,0.7520099353790283
65,0.5956370465493088,0.7512458896636963
66,0.5951659399926947,0.7504968643188477
67,0.5946981219583721,0.7497561693191528
68,0.5942336543325032,0.7490296077728271
69,0.5937726414945137,0.7483168268203735
70,0.5933151359193063,0.7476206541061401
71,0.5928619272971267,0.746947283744812
72,0.5924122359193683,0.7462856006622315
73,0.5919657135694221,0.7456408023834229
74,0.5915228042876322,0.7450138807296753
75,0.5910832531144175,0.7444006252288818
76,0.5906461782432629,0.7437993335723877
77,0.5902117807328986,0.7432082843780518
78,0.5897799755967975,0.7426307582855225
79,0.5893507528533205,0.7420670032501221
80,0.5889245676652096,0.7415132904052735
81,0.5885003249040631,0.7409714078903198
82,0.5880783365673996,0.740439863204956
83,0.5876581654594275,0.7399197483062744
84,0.5872400411578457,0.7394086408615113
85,0.5868241344912771,0.7389101886749267
86,0.5864100895429912,0.7384225273132324
87,0.5859978509861887,0.7379446506500245
88,0.585587296759683,0.7374777793884277
89,0.5851785512061781,0.7370211887359619
90,0.5847716987418216,0.736573166847229
91,0.584366692310315,0.73613600730896
92,0.58396315574646,0.7357055950164795
93,0.5835606949181078,0.7352785205841065
94,0.5831595202952481,0.7348578214645386
95,0.5827597730467764,0.7344449710845947
96,0.5823613348189723,0.7340390253067016
97,0.5819643775812177,0.7336396217346192
98,0.5815683939810575,0.7332355594635009
99,0.581173545721045,0.7328559112548828
100,0.5807807582417174,0.7324926137924195
101,0.5803896493888928,0.7321423959732055
102,0.5799974938899136,0.7317783737182617
103,0.5796081292572204,0.7314259672164917
104,0.5792194590614173,0.7310770177841186
105,0.5788321007381786,0.7307326030731202
106,0.5784457422899858,0.7303930997848511
107,0.5780603355197815,0.730056438446045
108,0.5776760643749146,0.7297235250473022
109,0.5772926179986251,0.7293922662734985
110,0.5769103831081299,0.7290671491622924
111,0.5765295119947224,0.7287471771240235
112,0.5761499125421332,0.7284323358535767
113,0.5757715553758247,0.7281210660934448
114,0.575394113098035,0.7278118848800659
115,0.5750174884590806,0.7275039720535278
116,0.5746419700709257,0.727200231552124
117,0.5742674338760558,0.7268997573852539
118,0.5738936828083969,0.7265991401672364
119,0.5735208161139602,0.726301794052124
120,0.5731489361758437,0.7260079097747802
121,0.5727780638128946,0.72571617603302
122,0.572408467673799,0.7254284048080444
123,0.5720400539311495,0.7251441717147827
124,0.5716726278003893,0.7248612260818481
125,0.5713056054982272,0.7245771741867065
126,0.5709395522706247,0.7242957878112793
127,0.5705744073721781,0.7240164422988892
128,0.5702104542814374,0.7237405776977539
129,0.5698470983779031,0.7234649610519409
130,0.5694846776113556,0.7231912469863891
131,0.5691232147969698,0.7229203224182129
132,0.5687626303668227,0.7226503658294677
133,0.568402922039397,0.722382926940918
134,0.5680438459775095,0.7221170043945313
135,0.5676860638212359,0.7218549537658692
136,0.5673290673625526,0.7215933227539062
137,0.5669731018645912,0.7213339138031006
138,0.5666180484032517,0.7210761070251465
139,0.5662637241719443,0.7208190298080445
140,0.5659103211033287,0.720563645362854
141,0.565557464743345,0.7203101682662963
142,0.5652055395276923,0.7200579786300659
143,0.5648543053266535,0.7198076105117798
144,0.5645039606322512,0.7195597648620605
145,0.5641542755815971,0.7193137121200561
146,0.5638051383803335,0.7190685844421387
147,0.5634566314482803,0.7188221931457519
148,0.5631088277939974,0.7185766887664795
149,0.5627616199009726,0.7183310890197754
150,0.5624153799417486,0.7180861902236938
151,0.5620696638759813,0.717841100692749
152,0.5617246938664378,0.7175969362258912
153,0.5613806826646248,0.7173536443710327
154,0.561037370462737,0.7171119594573975
155,0.5606948040318831,0.7168718576431274
156,0.5603531014405939,0.7166321229934692
157,0.5600118731197558,0.7163928890228272
